Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58
2216,1188,1317,964,1349,2056,1959,3035,1526,2698,2393,2377,1638,1124,2762,1028,1220,1750,2007,2682,1365,2248,2698,2232,1879,2730,1975,964,2329,2409,1076,1124,1365,2666,1429,2120,2457,1734,3469,1959,1606,2521,1686,1510,1317,2939,2634,177,1750,2184,1413,1734,1365,723,3421,1510,1413,1060,1269
2296,1172,1317,964,1333,2023,2056,2971,1510,2746,2361,2345,1638,1108,2714,1028,1220,1734,2039,2650,1365,2216,2682,2200,1927,2698,1943,980,2393,2377,1124,1156,1349,2618,1413,2088,2457,1718,3469,1927,1590,2489,1718,1493,1317,2858,2714,145,1799,2184,1397,1831,1349,674,3324,1477,1397,1060,1253
2377,1172,1301,980,1317,1991,2136,2923,1493,2794,2329,2312,1654,1108,2666,1012,1204,1702,2072,2618,1365,2184,2666,2168,2023,2666,1911,996,2473,2345,1188,1204,1333,2569,1413,2056,2457,1686,3453,1927,1558,2457,1750,1461,1301,2810,2794,128,1847,2168,1381,1911,1333,642,3228,1461,1381,1060,1237
2441,1156,1285,1012,1301,1959,2216,2875,1477,2842,2296,2280,1654,1092,2634,1012,1204,1686,2088,2569,1349,2168,2634,2152,2056,2634,1879,1012,2537,2296,1269,1269,1317,2521,1413,2023,2457,1670,3421,1927,1542,2425,1766,1445,1301,2746,2875,128,1879,2168,1365,1991,1317,610,3131,1429,1365,1044,1237
2505,1156,1269,1060,1285,1943,2280,2826,1477,2891,2264,2248,1670,1092,2585,1012,1188,1670,2104,2537,1349,2136,2602,2120,2056,2618,1847,1012,2602,2264,1365,1349,1301,2489,1413,1991,2457,1654,3388,1943,1526,2393,1783,1429,1285,2698,2955,145,1911,2168,1349,2072,1317,594,3035,1413,1365,1044,1220
2569,1156,1253,1124,1269,1911,2345,2778,1461,2923,2232,2216,1670,1092,2537,1028,1188,1654,2104,2505,1349,2104,2569,2088,2039,2585,1815,1028,2666,2216,1477,1445,1285,2441,1413,1959,2457,1638,3340,1975,1510,2361,1799,1413,1285,2634,3019,193,1927,2168,1333,2120,1301,562,2955,1397,1349,1044,1220
2618,1140,1237,1204,1253,1879,2409,2730,1445,2939,2200,2184,1686,1076,2505,1028,1172,1638,2104,2473,1349,2088,2537,2056,2023,2553,1783,1044,2714,2184,1606,1558,1285,2409,1429,1927,2473,1622,3308,2007,1493,2312,1815,1397,1285,2585,3067,257,1943,2168,1317,2168,1301,562,2858,1381,1333,1044,1220
2650,1140,1237,1301,1253,1847,2457,2682,1429,2955,2184,2168,1702,1076,2473,1028,1172,1638,2104,2425,1349,2056,2505,2039,2007,2537,1766,1060,2762,2136,1734,1686,1269,2361,1461,1895,2473,1606,3260,2039,1477,2264,1831,1381,1269,2537,3115,337,1927,2168,1301,2232,1285,546,2778,1381,1317,1044,1204
2682,1156,1220,1413,1237,1831,2489,2650,1413,2955,2152,2136,1718,1076,2425,1028,1156,1638,2088,2393,1365,2023,2473,2007,1991,2505,1734,1076,2794,2104,1943,1799,1253,2329,1477,1863,2473,1606,3196,2072,1461,2216,1831,1365,1269,2505,3164,418,1911,2168,1301,2280,1301,546,2714,1381,1301,1044,1204
2698,1172,1204,1542,1237,1799,2521,2602,1397,2939,2120,2120,1734,1076,2393,1028,1156,1638,2056,2361,1397,2007,2441,1975,1975,2489,1702,1076,2826,2072,2072,1927,1253,2264,1526,1831,2473,1590,3148,2120,1445,2168,1847,1365,1253,2457,3180,498,1879,2168,1285,2329,1301,562,2650,1397,1301,1044,1204
2714,1204,1188,1654,1220,1783,2537,2553,1381,2907,2088,2088,1750,1076,2345,1028,1140,1654,2023,2312,1429,1975,2409,1943,1943,2457,1686,1092,2842,2039,2184,2039,1237,2216,1558,1799,2473,1590,3099,2168,1429,2120,1863,1365,1253,2425,3196,594,1847,2152,1285,2377,1333,562,2585,1413,1285,1044,1188
2714,1253,1172,1766,1204,1750,2537,2505,1365,2875,2072,2072,1766,1060,2312,1012,1140,1670,2007,2280,1477,1959,2377,1927,1927,2441,1654,1108,2842,2007,2361,2136,1220,2168,1590,1783,2489,1590,3051,2200,1413,2072,1863,1349,1253,2377,3196,691,1799,2152,1269,2409,1365,578,2521,1429,1269,1044,1188
2714,1317,1172,1879,1204,1734,2537,2473,1365,2826,2056,2039,1783,1060,2264,1012,1124,1686,1959,2248,1542,1943,2345,1895,1911,2409,1638,1108,2842,1975,2489,2232,1204,2120,1622,1750,2489,1590,3003,2232,1397,2023,1863,1333,1237,2345,3180,803,1734,2152,1253,2441,1397,610,2473,1461,1269,1044,1188
2682,1397,1156,2007,1188,1718,2521,2425,1349,2778,2023,2023,1799,1060,2232,1012,1124,1718,1927,2216,1606,1927,2312,1879,1879,2377,1606,1124,2826,1943,2585,2345,1204,2088,1654,1734,2505,1590,2939,2264,1381,1975,1879,1333,1237,2296,3148,915,1686,2136,1253,2457,1445,626,2409,1477,1253,1044,1188
2666,1493,1156,2120,1172,1686,2505,2377,1317,2746,1991,1991,1815,1044,2200,1012,1124,1750,1895,2200,1686,1895,2296,1847,1863,2345,1590,1124,2810,1911,2682,2441,1188,2056,1686,1702,2505,1574,2891,2296,1365,1927,1879,1317,1220,2264,3099,1044,1638,2136,1237,2457,1493,642,2361,1510,1237,1044,1188
2634,1574,1156,2232,1172,1670,2473,2264,1301,2698,1975,1975,1831,1044,2152,1012,1108,1766,1863,2168,1750,1879,2264,1831,1847,2329,1558,1140,2794,1879,2794,2537,1172,2023,1718,1686,2505,1574,2826,2312,1349,1895,1863,1301,1220,2216,3067,1172,1590,2120,1220,2457,1526,642,2296,1510,1220,1044,1188
2585,1654,1156,2345,1156,1654,2441,2104,1285,2650,1943,1959,1847,1044,2120,1012,1108,1799,1831,2136,1815,1863,2232,1799,1831,2296,1542,1140,2762,1847,2875,2634,1172,1991,1734,1654,2505,1558,2778,2329,1333,1847,1847,1269,1204,2184,3003,1317,1542,2120,1220,2457,1590,642,2248,1526,1204,1044,1172
2553,1750,1172,2441,1156,1638,2409,2007,1269,2618,1911,1927,1863,1044,2088,1028,1108,1815,1815,2120,1895,1831,2216,1783,1815,2264,1526,1156,2746,1831,2955,2730,1156,1959,1750,1638,2505,1558,2746,2329,1333,1799,1734,1253,1204,2152,2955,1461,1510,2104,1204,2425,1638,642,2184,1526,1204,1044,1172
2521,1847,1204,2537,1140,1606,2361,1943,1237,2569,1895,1911,1879,1028,2056,1044,1092,1831,1783,2088,1975,1815,2184,1750,1783,2232,1510,1156,2714,1799,3051,2810,1156,1943,1750,1622,2505,1542,2714,2329,1317,1734,1558,1220,1204,2120,2891,1622,1461,2088,1204,2409,1686,626,2136,1526,1188,1044,1172
2489,1943,1237,2634,1140,1590,2312,1895,1220,2537,1863,1895,1879,1028,2023,1076,1092,1831,1750,2072,2056,1799,2152,1734,1766,2216,1477,1156,2682,1766,3099,2875,1156,1911,1766,1590,2505,1526,2682,2312,1317,1670,1429,1188,1188,2072,2826,1783,1429,2088,1204,2377,1734,610,2088,1510,1172,1044,1172
2457,2039,1285,2714,1140,1574,2264,1863,1188,2489,1847,1879,1895,1028,1991,1124,1076,1831,1734,2039,2136,1783,2136,1718,1750,2184,1461,1156,2650,1750,3148,2939,1172,1879,1750,1574,2489,1510,2634,2296,1301,1606,1333,1172,1188,2039,2762,1943,1397,2072,1188,2329,1783,594,2039,1510,1172,1044,1172
2425,2136,1349,2778,1124,1542,2232,1831,1172,2457,1831,1863,1911,1028,1959,1188,1076,1815,1718,2023,2216,1750,2104,1686,1734,2168,1429,1156,2634,1718,3164,2971,1172,1863,1750,1542,2489,1510,2618,2280,1301,1542,1237,1156,1188,2007,2698,2088,1365,2072,1188,2296,1815,562,2007,1493,1172,1044,1172
2393,2216,1413,2826,1124,1526,2184,1815,1140,2409,1799,1847,1911,1028,1943,1269,1076,1799,1686,1991,2280,1734,2072,1670,1718,2152,1413,1140,2602,1702,3180,3003,1204,1831,1734,1526,2489,1493,2585,2248,1285,1493,1140,1124,1188,1991,2650,2216,1333,2056,1172,2248,1831,530,1959,1477,1156,1044,1188
2377,2312,1493,2858,1124,1510,2152,1783,1124,2377,1783,1815,1927,1028,1911,1365,1060,1783,1670,1959,2345,1718,2039,1654,1702,2120,1397,1140,2569,1686,3180,3019,1220,1799,1702,1510,2489,1493,2553,2216,1269,1429,1060,1108,1204,1959,2585,2377,1285,2039,1172,2200,1863,498,1927,1461,1140,1060,1188
2345,2393,1574,2891,1108,1493,2120,1750,1108,2345,1766,1799,1927,1028,1879,1477,1028,1750,1638,1927,2409,1702,2023,1638,1702,2104,1381,1124,2537,1654,3164,3019,1269,1766,1686,1493,2505,1477,2537,2184,1269,1365,980,1092,1237,1943,2537,2521,1237,2039,1156,2072,1863,466,1895,1461,1140,1092,1204
2312,2473,1638,2923,1108,1477,2072,1734,1092,2312,1750,1783,1943,1028,1847,1590,1028,1718,1622,1911,2473,1686,1991,1606,1686,2072,1365,1124,2505,1638,3131,3019,1317,1750,1654,1477,2505,1477,2505,2152,1253,1317,931,1060,1285,1911,2473,2666,1188,2023,1156,1911,1863,450,1863,1445,1124,1124,1237
2280,2537,1702,2939,1092,1461,2039,1718,1076,2280,1750,1766,1943,1012,1815,1718,1012,1702,1606,1879,2521,1670,1975,1590,1670,2056,1349,1124,2473,1606,3099,3003,1365,1718,1638,1445,2505,1477,2473,2120,1253,1253,851,1044,1333,1895,2425,2826,1156,2023,1140,1815,1863,418,1815,1445,1124,1156,1285
2264,2618,1766,2939,1092,1445,2007,1686,1060,2232,1734,1750,1943,1012,1783,1847,1012,1670,1590,1847,2553,1654,1959,1574,1654,2023,1317,1124,2457,1590,3051,2971,1429,1686,1606,1429,2505,1461,2457,2088,1253,1220,787,1028,1413,1879,2361,2971,1108,2007,1140,1750,1847,401,1783,1445,1108,1220,1333
2232,2666,1831,2923,1092,1429,1975,1670,1060,2200,1750,1734,1943,1012,1766,1959,1012,1638,1558,1815,2585,1638,1927,1558,1622,2007,1301,1140,2425,1574,3003,2939,1493,1654,1590,1413,2521,1461,2425,2056,1269,1188,723,1012,1493,1863,2296,3131,1076,1991,1124,1702,1831,385,1750,1445,1108,1285,1413
2200,2698,1911,2891,1076,1413,1943,1654,1044,2168,1766,1718,1943,996,1734,2056,1012,1606,1542,1783,2634,1622,1911,1542,1606,1991,1285,1188,2393,1542,2955,2907,1574,1638,1558,1397,2521,1461,2393,2039,1301,1156,674,996,1590,1863,2248,3276,1028,1991,1124,1670,1799,385,1718,1445,1092,1349,1493
2184,2746,1975,2858,1076,1397,1895,1622,1044,2136,1783,1686,1943,996,1702,2168,1028,1590,1526,1766,2666,1606,1895,1526,1606,1959,1285,1237,2361,1526,2907,2858,1638,1606,1542,1381,2521,1445,2361,2007,1333,1108,610,996,1686,1847,2184,3404,996,1991,1124,1654,1766,385,1686,1445,1092,1429,1574
2152,2778,2039,2826,1076,1381,1863,1606,1044,2104,1815,1670,1927,996,1686,2280,1044,1558,1526,1734,2682,1590,1879,1510,1590,1863,1269,1333,2329,1493,2858,2826,1702,1590,1510,1349,2521,1445,2345,1991,1381,1076,562,980,1766,1831,2120,3533,964,1975,1108,1622,1750,385,1654,1445,1076,1526,1654
2136,2810,2088,2778,1092,1365,1831,1590,1044,2072,1863,1654,1911,996,1654,2409,1076,1542,1510,1718,2698,1574,1863,1493,1574,1750,1253,1429,2296,1477,2826,2794,1766,1574,1493,1333,2505,1429,2329,1975,1445,1028,530,980,1847,1831,2056,3661,931,1975,1108,1606,1718,401,1622,1445,1076,1606,1750
2104,2826,2136,2730,1108,1349,1799,1574,1060,2039,1895,1638,1895,996,1638,2521,1108,1526,1493,1702,2698,1558,1831,1477,1558,1670,1237,1574,2280,1461,2778,2762,1815,1542,1477,1317,2505,1429,2296,1959,1526,980,498,980,1943,1831,1991,3758,915,1975,1124,1574,1686,418,1590,1445,1060,1670,1847
2088,2826,2184,2682,1124,1333,1783,1558,1092,2007,1943,1622,1863,996,1622,2618,1172,1510,1477,1670,2698,1558,1815,1461,1542,1638,1220,1718,2248,1445,2746,2730,1879,1526,1445,1301,2505,1413,2264,1943,1606,931,466,980,2039,1815,1927,3822,899,1991,1140,1558,1654,434,1574,1429,1060,1734,1943
2056,2810,2216,2650,1156,1317,1750,1558,1124,1991,1975,1606,1831,996,1590,2730,1237,1493,1461,1654,2682,1542,1799,1445,1542,1590,1204,1879,2216,1429,2714,2698,1927,1510,1429,1285,2489,1413,2248,1927,1702,867,450,980,2120,1815,1863,3902,883,2023,1172,1542,1622,466,1542,1429,1044,1799,2039
2039,2794,2248,2602,1204,1301,1734,1542,1188,1959,2023,1590,1783,996,1574,2826,1301,1477,1461,1638,2666,1542,1766,1429,1526,1574,1172,2039,2184,1413,2682,2666,1975,1493,1413,1269,2489,1397,2216,1911,1783,803,434,980,2216,1815,1799,3967,867,2039,1204,1510,1606,498,1526,1413,1044,1879,2120
2007,2778,2280,2569,1269,1301,1702,1542,1253,1927,2056,1574,1734,980,1542,2923,1381,1445,1445,1606,2634,1558,1750,1413,1526,1542,1156,2200,2168,1397,2650,2650,2023,1477,1397,1269,2489,1381,2184,1895,1879,739,450,980,2312,1815,1750,4031,867,2088,1269,1493,1574,530,1493,1397,1044,1943,2216
1991,2746,2280,2537,1333,1285,1686,1558,1333,1911,2088,1558,1686,980,1526,3019,1461,1429,1429,1590,2618,1574,1734,1397,1510,1526,1140,2329,2136,1381,2618,2618,2072,1461,1381,1253,2489,1365,2152,1879,1959,674,450,980,2393,1815,1702,4063,851,2136,1349,1477,1558,562,1461,1381,1028,1991,2296
1975,2698,2280,2489,1413,1269,1654,1574,1429,1879,2120,1542,1638,980,1510,3099,1542,1413,1413,1574,2585,1606,1702,1381,1493,1510,1124,2457,2120,1365,2585,2585,2120,1429,1365,1253,2473,1365,2120,1863,2039,610,466,964,2489,1831,1654,4079,851,2200,1429,1461,1542,610,1445,1381,1028,2056,2361
1943,2666,2280,2457,1510,1269,1638,1606,1526,1863,2136,1526,1606,980,1493,3164,1622,1381,1397,1542,2553,1654,1686,1365,1477,1493,1108,2602,2088,1349,2553,2553,2136,1413,1333,1237,2473,1349,2088,1847,2104,562,482,964,2569,1831,1606,4095,851,2280,1526,1445,1526,642,1413,1365,1028,2104,2425
1927,2634,2264,2425,1590,1253,1622,1638,1606,1831,2152,1510,1558,980,1461,3212,1702,1365,1381,1526,2521,1702,1670,1365,1477,1477,1108,2730,2056,1333,2521,2505,2168,1397,1317,1237,2473,1333,2056,1831,2184,514,514,964,2634,1831,1558,4095,851,2361,1622,1429,1510,674,1397,1349,1028,2152,2489
1911,2585,2248,2377,1686,1237,1590,1670,1702,1799,2168,1493,1526,980,1445,3244,1799,1349,1365,1510,2489,1766,1654,1349,1461,1461,1092,2875,2039,1317,2489,2473,2184,1381,1301,1220,2473,1333,2039,1815,2232,434,546,947,2698,1831,1510,4095,851,2457,1734,1429,1493,723,1381,1349,1028,2200,2537
1879,2553,2216,2345,1783,1220,1574,1702,1783,1766,2152,1461,1493,980,1429,3260,1879,1333,1349,1493,2473,1831,1638,1333,1445,1445,1092,3003,2023,1301,2457,2441,2184,1381,1285,1204,2457,1317,2007,1815,2280,369,578,947,2746,1847,1461,4095,851,2537,1847,1413,1461,755,1365,1333,1028,2232,2585
1863,2505,2200,2312,1863,1220,1558,1734,1863,1750,2152,1461,1461,980,1413,3292,1959,1317,1349,1477,2441,1895,1622,1317,1429,1429,1076,3148,1991,1285,2425,2409,2184,1365,1269,1188,2457,1317,1975,1799,2345,305,626,947,2778,1847,1413,4095,851,2618,1943,1397,1445,771,1349,1333,1012,2264,2602
1847,2473,2152,2264,1927,1204,1526,1766,1911,1718,2136,1445,1429,980,1397,3292,2039,1301,1333,1461,2409,1959,1606,1301,1413,1413,1060,3276,1975,1285,2393,2361,2168,1349,1253,1188,2457,1317,1959,1783,2393,241,674,947,2826,1847,1365,4095,835,2682,2039,1381,1429,803,1333,1333,1012,2264,2634
1831,2441,2120,2232,1991,1188,1510,1799,1959,1686,2120,1429,1413,980,1381,3292,2104,1285,1317,1445,2393,2023,1590,1285,1413,1397,1060,3388,1943,1269,2377,2329,2152,1333,1253,1172,2441,1301,1927,1783,2457,177,723,964,2858,1847,1333,4095,835,2762,2120,1365,1397,819,1333,1317,1012,2280,2650
1815,2393,2088,2200,2072,1188,1493,1815,2023,1654,2088,1413,1381,996,1365,3276,2184,1269,1317,1429,2361,2072,1574,1269,1397,1381,1044,3501,1927,1253,2345,2296,2120,1333,1237,1172,2441,1301,1911,1766,2489,128,787,996,2875,1863,1285,4095,819,2826,2200,1349,1381,835,1317,1317,1012,2264,2666
1783,2361,2056,2168,2152,1172,1477,1847,2072,1622,2072,1397,1365,996,1349,3244,2248,1269,1301,1413,2345,2120,1558,1269,1397,1365,1044,3613,1895,1253,2312,2264,2104,1317,1220,1156,2425,1285,1879,1766,2537,80,835,1012,2875,1863,1253,4095,803,2891,2280,1349,1365,851,1317,1301,996,2264,2666
1766,2329,2023,2152,2216,1172,1461,1863,2104,1606,2039,1365,1349,996,1333,3212,2296,1253,1285,1397,2312,2168,1542,1253,1381,1349,1028,3694,1879,1237,2296,2232,2072,1301,1220,1172,2425,1285,1863,1766,2569,32,883,1012,2875,1863,1220,4095,787,2939,2361,1333,1349,867,1301,1301,996,2232,2650
1734,2280,1991,2104,2280,1172,1445,1879,2152,1574,2023,1349,1333,996,1317,3180,2361,1253,1269,1381,2280,2216,1526,1253,1381,1349,1028,3774,1863,1220,2264,2200,2039,1301,1204,1172,2409,1269,1847,1766,2585,16,915,1012,2858,1863,1188,4095,771,2987,2441,1317,1333,899,1285,1285,996,2216,2618
1718,2248,1959,2072,2345,1172,1429,1879,2200,1558,1991,1333,1333,996,1301,3131,2393,1237,1253,1365,2264,2264,1510,1237,1365,1333,1012,3838,1831,1204,2248,2168,2007,1301,1204,1188,2409,1253,1815,1750,2585,0,964,1012,2842,1863,1156,4095,755,3035,2505,1301,1317,931,1269,1285,996,2184,2585
1686,2216,1943,2039,2393,1172,1413,1863,2232,1526,1959,1333,1349,996,1285,3083,2425,1253,1237,1349,2232,2296,1493,1237,1365,1317,1012,3870,1815,1204,2232,2136,1975,1285,1204,1204,2393,1253,1799,1750,2585,0,1012,1012,2810,1863,1124,4095,739,3083,2585,1285,1317,964,1253,1269,996,2152,2553
1670,2184,1911,2007,2441,1172,1397,1847,2248,1510,1927,1317,1381,996,1269,3019,2457,1301,1220,1349,2216,2329,1493,1220,1349,1301,1012,3902,1799,1188,2200,2120,1943,1301,1188,1237,2393,1237,1783,1750,2553,0,1044,1012,2778,1863,1108,4095,723,3131,2650,1269,1301,1012,1237,1269,996,2120,2505
1638,2152,1879,1975,2489,1156,1381,1831,2264,1493,1911,1301,1413,996,1253,2971,2473,1317,1204,1333,2184,2345,1477,1220,1349,1285,1012,3934,1766,1172,2184,2088,1911,1301,1188,1301,2393,1237,1750,1750,2537,0,1076,996,2730,1863,1076,4079,707,3180,2698,1253,1381,1076,1220,1253,980,2072,2457
1622,2120,1847,1943,2521,1156,1365,1815,2264,1461,1879,1285,1477,980,1253,2923,2489,1317,1204,1333,2168,2345,1461,1204,1333,1285,1012,3950,1750,1172,2152,2056,1879,1333,1172,1365,2377,1220,1734,1750,2489,0,1108,996,2698,1847,1044,4079,691,3212,2730,1237,1526,1124,1204,1253,980,2039,2409
1606,2088,1815,1911,2537,1156,1333,1783,2264,1445,1863,1285,1542,980,1237,2875,2489,1301,1188,1317,2136,2345,1461,1204,1333,1269,1028,3950,1734,1156,2120,2023,1863,1349,1156,1445,2377,1220,1718,1750,2457,0,1140,980,2666,1847,1012,4063,674,3244,2762,1220,1590,1172,1188,1253,980,1991,2361
1590,2056,1799,1879,2537,1156,1317,1766,2248,1429,1831,1269,1638,980,1237,2826,2489,1301,1172,1317,2120,2345,1445,1188,1317,1269,1060,3934,1718,1156,2088,2007,1831,1397,1156,1526,2377,1204,1702,1750,2409,0,1156,964,2618,1847,980,4047,674,3276,2778,1204,1622,1220,1172,1253,980,1959,2312
1574,2023,1766,1847,2553,1172,1317,1734,2232,1397,1815,1269,1734,980,1220,2778,2473,1301,1172,1301,2088,2329,1429,1188,1317,1253,1108,3918,1686,1156,2072,1975,1815,1445,1140,1622,2377,1188,1686,1766,2361,0,1156,964,2585,1847,947,4031,658,3292,2778,1204,1638,1253,1156,1237,980,1927,2264
1558,1991,1734,1815,2537,1188,1301,1702,2200,1381,1799,1253,1847,980,1204,2730,2457,1285,1156,1301,2072,2296,1429,1188,1317,1253,1156,3886,1670,1156,2039,1943,1783,1493,1140,1734,2377,1188,1670,1766,2312,0,1156,964,2553,1831,915,3999,642,3292,2762,1188,1638,1285,1140,1237,980,1895,2216
1542,1959,1718,1799,2521,1204,1285,1670,2168,1365,1783,1253,1959,996,1204,2682,2425,1285,1140,1285,2056,2280,1413,1172,1317,1253,1253,3854,1654,1140,2007,1927,1766,1558,1124,1815,2377,1172,1670,1783,2264,0,1156,947,2521,1831,883,3983,626,3276,2730,1172,1622,1301,1124,1237,980,1863,2184
1526,1927,1686,1766,2505,1253,1285,1654,2120,1349,1766,1253,2072,1012,1188,2634,2393,1269,1124,1285,2023,2248,1397,1172,1301,1253,1365,3806,1638,1140,1975,1911,1734,1622,1108,1911,2377,1172,1654,1815,2216,0,1156,931,2489,1831,851,3967,626,3260,2698,1156,1622,1317,1108,1220,980,1831,2136
1510,1895,1670,1750,2473,1285,1269,1622,2072,1333,1734,1253,2184,1028,1172,2585,2361,1269,1124,1285,2007,2216,1381,1172,1301,1253,1477,3758,1622,1140,1943,1879,1718,1702,1108,2007,2377,1172,1654,1831,2168,0,1156,931,2457,1815,835,3950,610,3228,2650,1156,1606,1333,1092,1220,980,1815,2104
1477,1863,1638,1718,2441,1349,1253,1606,2039,1317,1718,1269,2296,1060,1172,2537,2329,1253,1108,1285,1975,2184,1381,1172,1301,1269,1590,3710,1606,1124,1927,1863,1686,1766,1092,2104,2377,1156,1654,1879,2136,0,1140,915,2425,1815,819,3934,610,3196,2602,1140,1606,1349,1092,1220,980,1783,2072
1461,1831,1622,1686,2409,1413,1253,1574,1991,1317,1702,1285,2393,1092,1156,2489,2296,1253,1092,1269,1959,2152,1365,1172,1301,1285,1686,3661,1590,1124,1911,1831,1670,1847,1092,2184,2361,1156,1670,1911,2104,0,1140,915,2409,1815,803,3918,594,3164,2553,1140,1590,1365,1076,1220,980,1750,2039
1445,1799,1606,1654,2377,1477,1237,1558,1943,1301,1686,1333,2505,1156,1140,2441,2264,1237,1076,1269,1943,2120,1365,1172,1301,1333,1799,3613,1574,1108,1879,1815,1654,1911,1076,2280,2361,1156,1670,1959,2072,0,1124,915,2377,1799,787,3902,610,3115,2505,1124,1590,1381,1060,1204,980,1718,2007
1397,1783,1590,1622,2329,1558,1220,1526,1911,1285,1654,1381,2602,1237,1140,2393,2232,1237,1060,1269,1927,2088,1349,1172,1317,1381,1895,3549,1574,1108,1847,1783,1622,1991,1076,2361,2361,1140,1670,1991,2039,0,1108,899,2345,1799,771,3886,610,3067,2457,1108,1574,1397,1044,1204,980,1702,1975
1349,1750,1558,1590,2296,1638,1220,1510,1879,1269,1638,1445,2682,1333,1124,2361,2200,1220,1044,1285,1911,2056,1349,1172,1317,1445,1975,3501,1558,1108,1831,1766,1606,2039,1060,2441,2361,1140,1670,2039,2007,32,1092,883,2329,1783,755,3870,610,3003,2409,1092,1574,1429,1028,1204,964,1686,1927
1317,1718,1542,1574,2264,1734,1204,1493,1847,1253,1622,1510,2762,1445,1124,2312,2168,1220,1028,1285,1879,2039,1333,1172,1349,1526,2056,3437,1542,1124,1799,1750,1590,2088,1044,2473,2361,1124,1686,2088,1975,80,1076,883,2296,1766,739,3854,610,2955,2361,1092,1558,1477,1012,1188,964,1654,1911
1301,1686,1526,1542,2232,1815,1204,1461,1815,1237,1606,1574,2842,1558,1124,2280,2136,1220,1028,1269,1863,2007,1333,1188,1381,1606,2152,3372,1526,1140,1766,1734,1574,2136,1044,2473,2361,1124,1686,2120,1943,128,1060,883,2264,1766,739,3838,626,2907,2312,1076,1542,1526,996,1188,964,1638,1879
1285,1654,1510,1526,2200,1895,1188,1461,1783,1220,1590,1638,2923,1670,1124,2232,2104,1204,1012,1269,1847,1975,1333,1188,1429,1686,2232,3324,1510,1156,1734,1718,1558,2184,1028,2489,2361,1124,1670,2152,1911,193,1060,883,2232,1750,739,3822,658,2858,2264,1060,1542,1606,996,1188,964,1638,1847
1269,1638,1493,1493,2168,1975,1188,1429,1766,1204,1574,1702,3003,1783,1108,2200,2072,1204,1012,1269,1815,1959,1317,1220,1493,1766,2329,3260,1493,1188,1702,1702,1542,2232,1028,2521,2345,1108,1670,2184,1895,257,1044,883,2200,1734,739,3806,691,2810,2232,1044,1526,1686,980,1188,964,1622,1831
1253,1606,1461,1477,2136,2056,1188,1413,1750,1188,1574,1783,3067,1879,1108,2152,2039,1204,996,1269,1799,1927,1317,1253,1574,1863,2409,3196,1477,1253,1670,1686,1526,2280,1012,2553,2345,1108,1654,2232,1863,321,1028,883,2168,1734,739,3774,739,2762,2200,1028,1526,1783,980,1188,964,1622,1799
1237,1574,1445,1461,2104,2120,1172,1397,1734,1188,1558,1863,3131,1975,1108,2120,2007,1204,996,1269,1783,1911,1301,1301,1638,1943,2473,3131,1461,1333,1638,1670,1510,2312,996,2569,2345,1108,1654,2264,1831,401,1028,883,2136,1734,755,3758,803,2714,2152,1028,1510,1895,980,1188,980,1606,1783
1220,1542,1429,1429,2072,2184,1172,1381,1718,1140,1542,1927,3196,2088,1092,2088,1975,1204,980,1285,1750,1895,1301,1349,1718,2039,2537,3051,1461,1413,1622,1654,1493,2329,996,2569,2345,1092,1638,2296,1815,498,1012,883,2104,1734,755,3742,883,2666,2120,1012,1493,2007,980,1188,980,1606,1766
1204,1526,1413,1413,2056,2232,1172,1365,1702,1092,1526,2007,3228,2200,1092,2039,1943,1188,980,1301,1734,1863,1285,1397,1799,2136,2602,2987,1445,1526,1590,1638,1477,2345,980,2569,2345,1092,1606,2345,1783,594,1012,883,2072,1734,771,3710,980,2634,2088,1012,1493,2104,964,1172,980,1590,1750
1188,1493,1397,1397,2023,2280,1156,1333,1702,1060,1526,2072,3260,2296,1076,2007,1911,1188,964,1333,1718,1847,1285,1461,1895,2216,2650,2923,1429,1638,1574,1622,1461,2361,980,2569,2345,1076,1590,2377,1766,691,996,899,2039,1734,787,3694,1060,2585,2039,996,1477,2216,964,1172,980,1574,1734
